category,model_name,pooling,layer,ident_accuracy,gen_accuracy,gen_avg_margin,gen_avg_retrieved_human_similarity,gen_avg_human_similarity_regret,gen_same_concept_accuracy,human_rdm_spearman,chance_accuracy
fruits,vit_base_patch16_224,cls,layer_0,100.0,3.3333333333333335,-0.0002730761965115865,0.2746666666666666,0.5327870366666667,5.833333333333333,0.12710516906021016,1.25
fruits,vit_base_patch16_224,cls,layer_11,100.0,44.166666666666664,-0.01000175525744756,0.70525,0.10220370333333334,82.5,0.2637855706754182,1.25
fruits,vit_base_patch16_224,cls,layer_6,100.0,10.833333333333334,-0.017067817350228626,0.40974074083333334,0.3977129625,17.5,0.29780476572884856,1.25
fruits,vit_base_patch16_224,mean_tokens,layer_0,100.0,7.5,-0.031432820856571196,0.34137963000000004,0.46607407333333334,9.166666666666666,0.24912735628170676,1.25
fruits,vit_base_patch16_224,mean_tokens,layer_11,100.0,48.333333333333336,-0.01517755687236786,0.7019814816666666,0.10547222166666666,82.5,0.3381236118079249,1.25
fruits,vit_base_patch16_224,mean_tokens,layer_6,100.0,14.166666666666666,-0.06969738006591797,0.4582129625,0.34924074083333334,23.333333333333332,0.3793425080611413,1.25
fruits,convnext_tiny,auto,layer_0,99.16666666666667,14.166666666666666,-0.004892824093500774,0.3906388891666666,0.4168148141666666,16.666666666666668,0.18964198467740265,1.25
fruits,convnext_tiny,auto,layer_2,100.0,22.5,-0.0002215405305226644,0.5520092600000001,0.25544444333333327,39.166666666666664,0.37771508526430986,1.25
fruits,convnext_tiny,auto,layer_3,100.0,45.833333333333336,-0.03129912838339805,0.703185185,0.10426851833333334,80.0,0.2977461618573204,1.25
fruits,vit_base_patch16_clip_224.openai,cls,layer_0,100.0,4.166666666666667,-0.0029498721162478127,0.3104814816666666,0.4969722216666666,7.5,0.18367820837600937,1.25
fruits,vit_base_patch16_clip_224.openai,cls,layer_11,100.0,46.666666666666664,-0.00795142153898875,0.6913611108333333,0.1160925925,63.333333333333336,0.5796351262980324,1.25
fruits,vit_base_patch16_clip_224.openai,cls,layer_6,49.166666666666664,6.666666666666667,-0.02722263087828954,0.3120833333333333,0.49537037000000006,7.5,0.1250608197938302,1.25
fruits,vit_base_patch16_clip_224.openai,mean_tokens,layer_0,100.0,2.5,-0.07396899759769439,0.30596296333333334,0.50149074,5.833333333333333,0.27619126059650667,1.25
fruits,vit_base_patch16_clip_224.openai,mean_tokens,layer_11,100.0,37.5,-0.015777542690436044,0.6306111116666666,0.17684259166666663,48.333333333333336,0.48125616573921887,1.25
fruits,vit_base_patch16_clip_224.openai,mean_tokens,layer_6,100.0,11.666666666666666,-0.06956314742565155,0.4450092583333333,0.362444445,18.333333333333332,0.3873945673763251,1.25
vegetables,vit_base_patch16_224,cls,layer_0,100.0,5.982905982905983,-0.00022794242598052719,0.32085470085470086,0.5016239316239317,7.6923076923076925,0.23029389802802058,1.2820512820512822
vegetables,vit_base_patch16_224,cls,layer_11,100.0,49.57264957264957,-0.007380731085426788,0.7310256410256409,0.09145299145299145,80.34188034188035,0.30382706992702646,1.2820512820512822
vegetables,vit_base_patch16_224,cls,layer_6,100.0,23.076923076923077,-0.012856805426442726,0.5099145299145299,0.31256410256410255,36.75213675213676,0.3546872985593518,1.2820512820512822
vegetables,vit_base_patch16_224,mean_tokens,layer_0,100.0,9.401709401709402,-0.02909041317100199,0.3903418803418804,0.4321367521367521,15.384615384615381,0.327618623779972,1.2820512820512822
vegetables,vit_base_patch16_224,mean_tokens,layer_11,100.0,46.15384615384615,-0.016579827182313316,0.7203418803418803,0.10213675213675212,77.77777777777777,0.31538918809066874,1.2820512820512822
vegetables,vit_base_patch16_224,mean_tokens,layer_6,100.0,23.931623931623932,-0.03796661562389798,0.5243589743589744,0.2981196581196581,42.735042735042725,0.4615419394796762,1.2820512820512822
vegetables,convnext_tiny,auto,layer_0,100.0,9.401709401709402,-0.004216903804713844,0.3786324786324786,0.44384615384615383,15.384615384615385,0.2846856611734142,1.2820512820512822
vegetables,convnext_tiny,auto,layer_2,100.0,32.478632478632484,-0.0001352898076049283,0.6028205128205127,0.21965811965811965,50.427350427350426,0.36834961040101,1.2820512820512822
vegetables,convnext_tiny,auto,layer_3,100.0,45.2991452991453,-0.03345773248081533,0.7303798675213674,0.09209876495726493,82.9059829059829,0.32149614849481123,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,cls,layer_0,100.0,5.982905982905983,-0.0017668411263033876,0.34358974358974353,0.47888888888888886,16.23931623931624,0.36366711886302266,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,cls,layer_11,100.0,45.299145299145295,-0.017313166816010434,0.7242735042735043,0.09820512820512821,72.64957264957265,0.4936255465767621,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,cls,layer_6,52.991452991452995,5.128205128205128,-0.02683721087936662,0.3049287752136753,0.5175498572649572,11.965811965811966,0.1407360404498628,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,mean_tokens,layer_0,100.0,8.547008547008547,-0.06022314587209979,0.3847198478632479,0.4377587846153846,14.52991452991453,0.37446316158188847,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,mean_tokens,layer_11,100.0,39.31623931623931,-0.010555450732891375,0.693513770940171,0.12896486153846154,69.23076923076924,0.4922848204220552,1.2820512820512822
vegetables,vit_base_patch16_clip_224.openai,mean_tokens,layer_6,100.0,26.495726495726498,-0.03476453540671585,0.5805603042735044,0.24191832820512818,48.71794871794872,0.46009705800002215,1.2820512820512822
animals,vit_base_patch16_224,cls,layer_0,100.0,3.75,-0.0001744551211595535,0.27304062500000004,0.602615625,nan,0.14354816418179298,1.875
animals,vit_base_patch16_224,cls,layer_11,100.0,57.875,0.008390099257230759,0.8015625000000002,0.07409375,nan,0.10526453273126309,1.875
animals,vit_base_patch16_224,cls,layer_6,99.5,12.5,-0.017135109677910803,0.4895531249999999,0.386103125,nan,0.2878192660580733,1.875
animals,vit_base_patch16_224,mean_tokens,layer_0,100.0,5.75,-0.03333596520125866,0.3298,0.54585625,nan,0.1975617908344966,1.875
animals,vit_base_patch16_224,mean_tokens,layer_11,100.0,53.875,0.015240946114063264,0.790175,0.08548125000000001,nan,0.1877597824674362,1.875
animals,vit_base_patch16_224,mean_tokens,layer_6,100.0,20.875,-0.0477843176573515,0.53880625,0.33685,nan,0.4234279187768685,1.875
animals,convnext_tiny,auto,layer_0,79.125,6.25,-0.004605235904455185,0.339065625,0.536590625,nan,0.1758319689565213,1.875
animals,convnext_tiny,auto,layer_2,100.0,29.75,-8.979357779026031e-05,0.6362875,0.23936875000000005,nan,0.3009177193432074,1.875
animals,convnext_tiny,auto,layer_3,100.0,54.25,0.03631579164415598,0.77905,0.09660624999999999,nan,0.04647044078249827,1.875
animals,vit_base_patch16_clip_224.openai,cls,layer_0,99.5,5.125,-0.0024360906332731246,0.288575,0.58708125,nan,0.1428520484362674,1.875
animals,vit_base_patch16_clip_224.openai,cls,layer_11,100.0,54.875,0.010160835087299345,0.82544375,0.05021250000000001,nan,0.5496507120937473,1.875
animals,vit_base_patch16_clip_224.openai,cls,layer_6,15.75,3.5,-0.040566409379243856,0.29893749999999997,0.57671875,nan,0.09057894729642027,1.875
animals,vit_base_patch16_clip_224.openai,mean_tokens,layer_0,100.0,7.375,-0.08086335375905038,0.34468124999999994,0.530975,nan,0.16802725093648846,1.875
animals,vit_base_patch16_clip_224.openai,mean_tokens,layer_11,100.0,44.375,-0.006794522553682328,0.73583125,0.139825,nan,0.3609851206846414,1.875
animals,vit_base_patch16_clip_224.openai,mean_tokens,layer_6,100.0,20.75,-0.051145123988389975,0.51430625,0.36135,nan,0.3760553494693665,1.875
